year,month,day,home,away,OT,hFinal,h1,h2,h3,h4,hOT1,hOT2,hOT3,aFinal,a1,a2,a3,a4,aOT1,aOT2,aOT3,hW,hL,hP,hGB,hPSG,hPAG,aW,aL,aP,aGB,aPSG,aPAG,dow,doy
1991,11,24,SAS,POR,0,111,25,28,24,34,0,0,0,116,33,30,30,23,0,0,0,7,3,.700,0.5,110.1,99.0,8,5,.615,1.5,109.7,104.1,7,327
1991,11,25,WSB,BOS,0,108,21,33,24,30,0,0,0,121,29,36,29,27,0,0,0,5,9,.357,3.5,104.9,109.5,8,5,.615,0,112.0,108.9,1,328
1991,11,26,DET,ATL,0,103,22,28,25,28,0,0,0,93,18,20,27,28,0,0,0,6,8,.429,5.5,98.1,99.0,7,6,.538,4,102.4,102.6,2,329
1991,11,26,CHH,DEN,0,97,17,27,27,26,0,0,0,103,20,31,29,23,0,0,0,4,10,.286,7.5,107.0,114.5,5,7,.417,4,97.8,104.4,2,329
1991,11,26,NJN,HOU,0,109,20,26,31,32,0,0,0,118,32,30,20,36,0,0,0,2,10,.167,5.5,104.9,110.6,9,3,.750,0,100.9,97.8,2,329
1991,11,26,CHI,LAC,0,116,29,15,41,31,0,0,0,79,19,26,19,15,0,0,0,11,2,.846,0,112.5,98.7,6,9,.400,4.5,98.1,103.0,2,329
1991,11,26,MIA,NYK,0,81,28,20,22,11,0,0,0,98,28,26,21,23,0,0,0,7,5,.583,0.5,103.9,102.4,8,5,.615,0,100.8,97.3,2,329
1991,11,26,LAL,ORL,0,98,23,21,33,21,0,0,0,87,16,24,23,24,0,0,0,9,3,.750,0,103.2,100.2,5,6,.455,2,98.9,103.4,2,329
1991,11,26,CLE,PHI,0,95,24,17,29,25,0,0,0,91,26,21,28,16,0,0,0,7,5,.583,3.5,107.2,106.3,7,6,.538,1,103.3,105.2,2,329
1991,11,26,MIL,POR,1,98,31,23,19,21,4,0,0,107,21,22,21,30,13,0,0,6,9,.400,6,108.7,108.7,9,5,.643,1,109.5,103.6,2,329
1991,11,26,PHO,SAC,0,89,25,23,25,16,0,0,0,104,24,30,27,23,0,0,0,5,9,.357,5,102.2,101.5,5,9,.357,5,98.6,106.8,2,329
1991,11,26,GSW,SEA,1,130,26,38,33,28,5,0,0,136,20,44,32,29,11,0,0,9,4,.692,0.5,120.8,113.5,8,5,.615,1.5,106.2,102.7,2,329
1991,11,27,ORL,BOS,0,92,23,22,14,33,0,0,0,101,32,16,26,27,0,0,0,5,7,.417,3,98.3,103.2,9,5,.643,0,111.2,107.7,3,330
1991,11,27,PHI,CLE,0,97,24,26,26,21,0,0,0,107,30,26,21,30,0,0,0,7,7,.500,2,102.9,105.3,8,5,.615,3,107.2,105.6,3,330
1991,11,27,IND,DAL,0,106,29,29,30,18,0,0,0,113,41,24,23,25,0,0,0,5,10,.333,7,109.1,111.1,6,7,.462,3.5,99.5,104.1,3,330
1991,11,27,ATL,DET,0,91,24,25,28,14,0,0,0,100,26,16,33,25,0,0,0,7,7,.500,4.5,101.6,102.4,7,8,.467,5,98.2,98.5,3,330
1991,11,27,LAL,MIA,0,89,21,21,20,27,0,0,0,87,27,24,16,20,0,0,0,10,3,.769,0,102.1,99.2,7,6,.538,1.5,102.6,101.4,3,330
1991,11,27,DEN,MIN,0,92,16,23,30,23,0,0,0,101,28,21,31,21,0,0,0,5,8,.385,4.5,97.4,104.2,3,9,.250,6,96.3,100.0,3,330
1991,11,27,SAC,PHO,0,100,16,25,24,35,0,0,0,141,30,41,39,31,0,0,0,5,10,.333,6,98.7,109.1,6,9,.400,5,104.8,101.4,3,330
1991,11,27,NJN,SAS,0,100,23,22,33,22,0,0,0,106,29,17,26,34,0,0,0,2,11,.154,6.5,104.5,110.2,8,3,.727,0.5,109.7,99.1,3,330
1991,11,27,CHH,UTA,0,107,40,25,21,21,0,0,0,113,37,24,25,27,0,0,0,4,11,.267,8,107.0,114.4,8,6,.571,2,105.8,103.5,3,330
1991,11,29,SAS,ATL,0,88,26,25,20,17,0,0,0,85,30,23,12,20,0,0,0,9,3,.750,0,107.9,97.9,7,8,.467,5.5,100.5,101.5,5,332
1991,11,29,LAL,BOS,0,91,28,20,22,21,0,0,0,114,26,28,23,37,0,0,0,10,4,.714,0,101.3,100.2,10,5,.667,0,111.4,106.6,5,332
1991,11,29,ORL,CLE,0,104,27,20,30,27,0,0,0,115,35,24,31,25,0,0,0,5,8,.385,4,98.8,104.1,9,5,.643,3,107.7,105.5,5,332
1991,11,29,NJN,DAL,0,97,30,23,23,21,0,0,0,91,22,20,25,24,0,0,0,3,11,.214,6.5,104.0,108.9,6,8,.429,4,98.9,103.6,5,332
1991,11,29,SEA,DEN,0,90,22,26,22,20,0,0,0,101,17,26,33,25,0,0,0,8,6,.571,2,105.1,102.6,6,8,.429,4,97.6,103.1,5,332
1991,11,29,HOU,IND,0,121,29,21,37,34,0,0,0,141,37,28,38,38,0,0,0,9,4,.692,0.5,102.5,101.1,6,10,.375,7,111.1,111.7,5,332
1991,11,29,WSB,LAC,0,101,17,29,23,32,0,0,0,94,26,19,27,22,0,0,0,6,9,.400,4,104.7,108.5,6,10,.375,5,97.8,102.9,5,332
1991,11,29,PHI,MIA,0,92,22,21,22,27,0,0,0,95,26,32,18,19,0,0,0,7,8,.467,3,102.1,104.6,8,6,.571,1.5,102.1,100.7,5,332
1991,11,29,CHH,PHO,0,111,22,36,22,31,0,0,0,131,31,31,36,33,0,0,0,4,12,.250,9,107.3,115.4,7,9,.438,4,106.4,102.0,5,332
1991,11,29,CHI,POR,1,116,24,32,21,22,6,11,0,114,23,24,29,23,6,9,0,12,2,.857,0,112.7,99.8,9,6,.600,1.5,109.8,104.5,5,332
1991,11,29,GSW,UTA,0,108,39,26,19,24,0,0,0,135,29,33,39,34,0,0,0,9,5,.643,1,119.9,115.1,9,6,.600,1.5,107.7,103.8,5,332
1991,11,30,BOS,ATL,0,102,30,22,26,24,0,0,0,129,30,37,22,40,0,0,0,10,6,.625,0,110.8,108.0,8,8,.500,5.5,102.3,101.5,6,333
1991,11,30,MIN,DAL,0,78,21,15,29,13,0,0,0,79,16,20,21,22,0,0,0,3,10,.231,7,94.9,98.4,7,8,.467,4,97.6,101.9,6,333
1991,11,30,NJN,DEN,0,97,24,22,18,33,0,0,0,107,27,28,29,23,0,0,0,3,12,.200,6.5,103.5,108.7,7,8,.467,4,98.3,102.7,6,333
1991,11,30,CHH,LAC,0,112,20,26,32,34,0,0,0,130,32,33,29,36,0,0,0,4,13,.235,10,107.5,116.3,7,10,.412,5,99.7,103.4,6,333
1991,11,30,IND,MIL,0,119,28,29,28,34,0,0,0,137,33,39,35,30,0,0,0,6,11,.353,8,111.5,113.2,7,9,.438,6.5,110.5,109.4,6,333
1991,11,30,DET,NYK,0,96,35,21,19,21,0,0,0,103,30,18,27,28,0,0,0,7,9,.438,6.5,98.1,98.8,9,5,.643,0,100.9,97.2,6,333
1991,11,30,MIA,ORL,0,99,24,26,29,20,0,0,0,105,22,20,28,35,0,0,0,8,7,.533,1.5,101.9,101.0,6,8,.429,3,99.2,103.7,6,333
1991,11,30,LAL,PHI,0,93,22,29,23,19,0,0,0,91,22,26,17,26,0,0,0,11,4,.733,0,100.7,99.6,7,9,.438,3,101.4,103.9,6,333
1991,11,30,UTA,PHO,1,125,32,27,24,36,6,0,0,134,23,30,35,31,15,0,0,9,7,.563,2.5,108.8,105.7,8,9,.471,4,108.1,103.4,6,333
1991,11,30,CHI,SAC,0,118,26,29,36,27,0,0,0,102,22,27,28,25,0,0,0,13,2,.867,0,113.1,99.9,5,11,.313,6.5,98.9,109.6,6,333
1991,11,30,SEA,SAS,0,101,28,15,24,34,0,0,0,119,33,25,40,21,0,0,0,8,7,.533,3,104.8,103.7,10,3,.769,0,108.8,98.2,6,333
1991,12,01,HOU,DET,0,87,25,19,20,23,0,0,0,94,26,25,23,20,0,0,0,9,5,.643,1.5,101.4,100.6,8,9,.471,6,97.8,98.1,7,334
1991,12,01,WSB,POR,0,87,30,17,15,25,0,0,0,91,23,23,18,27,0,0,0,6,10,.375,4,103.6,107.4,10,6,.625,1.5,108.6,103.4,7,334
1991,12,02,NYK,CHH,0,99,23,26,22,28,0,0,0,97,29,27,21,20,0,0,0,10,5,.667,0,100.8,97.2,4,14,.222,10.5,106.9,115.3,1,335
1991,12,03,ATL,DAL,0,103,28,22,22,31,0,0,0,99,28,21,22,28,0,0,0,9,8,.529,5,102.3,101.4,7,9,.438,4,97.7,101.9,2,336
1991,12,03,IND,DET,0,108,32,29,20,27,0,0,0,99,22,34,29,14,0,0,0,7,11,.389,7.5,111.3,112.4,8,10,.444,6.5,97.9,98.6,2,336
1991,12,03,UTA,GSW,0,103,26,26,25,26,0,0,0,108,32,25,22,29,0,0,0,9,8,.529,2.5,108.5,105.8,10,5,.667,0.5,119.1,114.3,2,336
1991,12,03,DEN,HOU,0,110,25,29,28,28,0,0,0,100,32,22,26,20,0,0,0,8,8,.500,3,99.0,102.6,9,6,.600,1.5,101.3,101.2,2,336
1991,12,03,POR,MIA,0,124,33,27,29,35,0,0,0,94,31,19,20,24,0,0,0,11,6,.647,0.5,109.5,102.8,8,8,.500,2.5,101.4,102.4,2,336
1991,12,03,LAL,MIL,0,94,21,25,19,29,0,0,0,126,28,34,26,38,0,0,0,11,5,.688,0,100.3,101.3,8,9,.471,6,111.4,108.5,2,336
1991,12,03,PHO,MIN,0,101,29,17,26,29,0,0,0,95,19,28,24,24,0,0,0,9,9,.500,3,107.7,102.9,3,11,.214,7,94.9,98.6,2,336
1991,12,03,PHI,NJN,0,86,32,19,16,19,0,0,0,88,27,30,20,11,0,0,0,7,10,.412,4,100.5,102.9,4,12,.250,6.5,102.6,107.3,2,336
1991,12,03,SAS,SAC,0,94,20,23,26,25,0,0,0,99,28,26,21,24,0,0,0,10,4,.714,0,107.7,98.2,6,11,.353,5.5,98.9,108.7,2,336
1991,12,03,WSB,SEA,0,90,23,28,22,17,0,0,0,91,21,22,25,23,0,0,0,6,11,.353,5,102.8,106.4,9,7,.563,2,103.9,102.8,2,336
1991,12,04,MIA,BOS,0,97,26,28,23,20,0,0,0,124,28,30,27,39,0,0,0,8,9,.471,3,101.1,103.7,11,6,.647,0,111.6,107.4,3,337
1991,12,04,LAL,CHH,0,106,25,25,27,29,0,0,0,124,22,31,24,47,0,0,0,11,6,.647,0.5,100.6,102.6,5,14,.263,10.5,107.8,114.8,3,337
1991,12,04,CLE,CHI,0,102,26,22,32,22,0,0,0,108,29,23,30,26,0,0,0,9,6,.600,4.5,107.3,105.7,14,2,.875,0,112.8,100.1,3,337
1991,12,04,PHO,IND,0,114,21,28,33,32,0,0,0,108,29,28,27,24,0,0,0,10,9,.526,2.5,108.0,103.2,7,12,.368,8.5,111.2,112.5,3,337
1991,12,04,SAS,LAC,0,81,17,19,27,18,0,0,0,92,29,12,20,31,0,0,0,10,5,.667,0,105.9,97.8,8,10,.444,4,99.3,102.2,3,337
1991,12,04,POR,ORL,0,124,28,30,36,30,0,0,0,115,29,28,29,29,0,0,0,12,6,.667,0,110.3,103.5,6,9,.400,4,100.3,105.1,3,337
1991,12,04,WSB,UTA,0,74,21,16,19,18,0,0,0,101,29,25,29,18,0,0,0,6,12,.333,5.5,101.2,106.1,10,8,.556,1.5,108.1,104.1,3,337
1991,12,05,CLE,DET,0,110,34,27,23,26,0,0,0,101,27,20,25,29,0,0,0,10,6,.625,4,107.5,105.4,8,11,.421,7.5,98.1,99.2,4,338
1991,12,05,DAL,GSW,0,107,32,24,18,33,0,0,0,117,32,30,23,32,0,0,0,7,10,.412,4,98.2,102.8,11,5,.688,0,118.9,113.8,4,338
1991,12,05,ATL,HOU,0,109,33,28,22,26,0,0,0,97,27,27,28,15,0,0,0,10,8,.556,5,102.7,101.1,9,7,.563,1.5,101.0,101.7,4,338
1991,12,05,NJN,MIL,0,109,34,23,27,25,0,0,0,101,28,29,23,21,0,0,0,5,12,.294,6,102.9,106.9,8,10,.444,7,110.8,108.5,4,338
1991,12,06,NYK,BOS,0,92,26,25,22,19,0,0,0,103,25,26,17,35,0,0,0,10,6,.625,1,100.3,97.6,12,6,.667,0,111.1,106.5,5,339
1991,12,06,CHH,CHI,0,96,15,13,38,30,0,0,0,114,27,29,31,27,0,0,0,5,15,.250,11.5,107.3,114.8,15,2,.882,0,112.8,99.8,5,339
1991,12,06,LAC,DEN,1,102,27,22,21,23,9,0,0,100,22,33,19,19,7,0,0,9,10,.474,3.5,99.4,102.1,8,9,.471,2.5,99.1,102.5,5,339
1991,12,06,MIL,IND,0,106,21,17,26,42,0,0,0,126,27,30,36,33,0,0,0,8,11,.421,8,110.6,109.4,8,12,.400,8.5,111.9,112.2,5,339
1991,12,06,LAL,NJN,0,98,17,27,28,26,0,0,0,89,23,17,24,25,0,0,0,12,6,.667,0,100.5,101.8,5,13,.278,7,102.2,106.4,5,339
1991,12,06,PHO,ORL,0,122,29,31,25,37,0,0,0,105,32,24,25,24,0,0,0,11,9,.550,2,108.7,103.3,6,10,.375,5,100.6,106.1,5,339
1991,12,06,POR,PHI,1,102,24,7,28,28,15,0,0,105,24,17,28,18,18,0,0,12,7,.632,0.5,109.9,103.6,8,10,.444,4,100.8,102.9,5,339
1991,12,06,UTA,SAS,0,93,28,22,27,16,0,0,0,92,26,23,26,17,0,0,0,11,8,.579,0.5,107.3,103.4,10,6,.625,0,105.1,97.5,5,339
1991,12,06,MIN,SEA,0,94,30,22,18,24,0,0,0,96,24,20,19,33,0,0,0,3,12,.200,6.5,94.9,98.4,10,7,.588,1.5,103.5,102.3,5,339
1991,12,06,DET,WSB,0,105,27,22,30,26,0,0,0,94,25,21,25,23,0,0,0,9,11,.450,7.5,98.4,99.0,6,13,.316,6.5,100.8,106.1,5,339
1991,12,07,NYK,ATL,1,137,34,22,24,33,11,13,0,128,29,27,24,33,11,4,0,11,6,.647,0.5,102.4,99.4,10,9,.526,5.5,104.0,103.0,6,340
1991,12,07,WSB,CLE,0,97,24,30,19,24,0,0,0,99,26,29,24,20,0,0,0,6,14,.300,7,100.6,105.7,11,6,.647,3.5,107.0,104.9,6,340
1991,12,07,SAC,GSW,0,120,30,19,35,36,0,0,0,124,35,27,32,30,0,0,0,6,12,.333,6.5,100.1,109.6,12,5,.706,0,119.2,114.2,6,340
1991,12,07,UTA,HOU,0,96,25,22,28,21,0,0,0,91,26,22,28,15,0,0,0,12,8,.600,0,106.7,102.8,9,8,.529,1.5,100.4,101.4,6,340
1991,12,07,POR,IND,0,115,32,33,29,21,0,0,0,112,24,36,31,21,0,0,0,13,7,.650,0.5,110.2,104.0,8,13,.381,8.5,111.9,112.3,6,340
1991,12,07,MIN,LAC,0,87,27,20,23,17,0,0,0,101,30,23,23,25,0,0,0,3,13,.188,7,94.4,98.6,10,10,.500,3.5,99.5,101.3,6,340
1991,12,07,PHO,MIA,0,109,35,19,18,37,0,0,0,108,23,32,20,33,0,0,0,12,9,.571,2,108.7,103.5,8,10,.444,4,101.5,104.0,6,340
1991,12,07,CHH,ORL,0,109,30,23,30,26,0,0,0,95,36,18,23,18,0,0,0,6,15,.286,10.5,107.3,113.9,6,11,.353,5.5,100.2,106.3,6,340
1991,12,07,CHI,PHI,0,100,32,20,24,24,0,0,0,103,24,28,24,27,0,0,0,15,3,.833,0,112.1,100.0,9,10,.474,3.5,100.9,102.7,6,340
1991,12,07,DAL,SEA,0,101,29,19,25,28,0,0,0,104,27,29,27,21,0,0,0,7,11,.389,4,98.4,102.9,11,7,.611,1.5,103.5,102.2,6,340
1991,12,08,DAL,LAL,0,88,14,14,28,32,0,0,0,103,28,22,24,29,0,0,0,7,12,.368,4.5,97.8,102.9,13,6,.684,0,100.6,101.1,7,341
1991,12,08,SAS,MIL,0,83,20,25,17,21,0,0,0,102,23,27,24,28,0,0,0,10,7,.588,0.5,103.8,97.8,9,11,.450,7,110.2,108.1,7,341
1991,12,09,DEN,BOS,0,94,24,30,18,22,0,0,0,132,32,33,30,37,0,0,0,8,10,.444,3,98.8,104.2,13,6,.684,0,112.2,105.8,1,342
1991,12,10,MIL,ATL,0,104,26,17,30,31,0,0,0,118,32,25,31,30,0,0,0,9,12,.429,8,109.9,108.6,11,9,.550,5.5,104.7,103.1,2,343
1991,12,10,SEA,CHI,0,103,18,28,28,29,0,0,0,108,28,23,31,26,0,0,0,11,8,.579,2.5,103.5,102.5,16,3,.842,0,111.9,100.2,2,343
1991,12,10,MIA,DAL,1,110,26,26,29,21,8,0,0,114,22,30,27,23,12,0,0,8,11,.421,5,101.9,104.5,8,12,.400,4.5,98.7,103.3,2,343
1991,12,10,LAC,GSW,0,127,23,35,33,36,0,0,0,117,31,34,28,24,0,0,0,11,10,.524,3.5,100.8,102.0,12,6,.667,1,119.1,114.9,2,343
1991,12,10,SAS,IND,0,102,31,27,19,25,0,0,0,109,22,27,29,31,0,0,0,10,8,.556,1.5,103.7,98.4,9,13,.409,8.5,111.8,111.8,2,343
1991,12,10,NYK,NJN,0,114,25,34,28,27,0,0,0,88,19,21,22,26,0,0,0,12,6,.667,0.5,103.1,98.7,5,14,.263,8,101.4,106.8,2,343
1991,12,10,DET,PHO,0,93,19,26,29,19,0,0,0,102,20,26,31,25,0,0,0,9,12,.429,8,98.1,99.1,13,9,.591,2,108.4,103.0,2,343
1991,12,10,HOU,POR,0,108,26,17,24,41,0,0,0,106,24,22,30,30,0,0,0,10,8,.556,1.5,100.8,101.6,13,8,.619,1.5,110.0,104.2,2,343
1991,12,10,LAL,SAC,0,92,31,23,21,17,0,0,0,90,34,27,12,17,0,0,0,14,6,.700,0,100.2,100.6,6,13,.316,7.5,99.6,108.6,2,343
1991,12,10,ORL,UTA,0,103,21,31,25,26,0,0,0,122,36,31,30,25,0,0,0,6,12,.333,6.5,100.4,107.2,13,8,.619,0,107.4,102.8,2,343
1991,12,11,DAL,CHH,0,106,24,33,28,21,0,0,0,103,27,35,21,20,0,0,0,9,12,.429,4.5,99.0,103.2,6,16,.273,11.5,107.1,113.5,3,344
1991,12,11,DET,LAC,0,96,20,15,32,29,0,0,0,101,21,23,30,27,0,0,0,9,13,.409,8.5,98.0,99.2,12,10,.545,2,100.8,101.8,3,344
1991,12,11,UTA,LAL,0,101,28,23,27,23,0,0,0,95,24,20,33,18,0,0,0,14,8,.636,0,107.1,102.5,14,7,.667,-0.5,100.0,100.6,3,344
1991,12,11,CLE,MIA,0,103,18,23,26,36,0,0,0,105,26,29,25,25,0,0,0,11,7,.611,4.5,106.8,104.9,9,11,.450,4.5,102.1,104.5,3,344
1991,12,11,SAS,MIN,0,98,23,27,27,21,0,0,0,85,18,22,24,21,0,0,0,11,8,.579,1.5,103.4,97.7,3,14,.176,8.5,93.8,98.5,3,344
1991,12,11,SEA,NYK,0,87,21,19,22,25,0,0,0,96,25,19,24,28,0,0,0,11,9,.550,2,102.7,102.2,13,6,.684,0,102.7,98.1,3,344
1991,12,11,DEN,PHI,0,98,28,22,27,21,0,0,0,88,28,20,28,12,0,0,0,9,10,.474,3.5,98.7,103.3,9,11,.450,4.5,100.3,102.5,3,344
1991,12,12,ATL,CLE,0,107,20,31,28,28,0,0,0,134,35,27,35,37,0,0,0,11,10,.524,6,104.8,104.5,12,7,.632,4,108.2,105.0,4,345
1991,12,12,HOU,GSW,0,99,25,26,29,19,0,0,0,96,21,34,19,22,0,0,0,11,8,.579,1.5,100.7,101.3,12,7,.632,1,117.9,114.1,4,345
1991,12,12,DEN,NJN,0,81,12,14,24,31,0,0,0,121,27,30,31,33,0,0,0,9,11,.450,4,97.9,104.2,6,14,.300,7.5,102.4,105.6,4,345
1991,12,12,ORL,SAC,0,100,26,21,24,29,0,0,0,106,30,24,28,24,0,0,0,6,13,.316,7,100.4,107.1,7,13,.350,6.5,99.9,108.2,4,345
1991,12,12,MIL,WSB,0,109,24,25,29,31,0,0,0,97,21,23,20,33,0,0,0,10,12,.455,7.5,109.8,108.0,6,15,.286,8,100.4,105.9,4,345
1991,12,13,SEA,BOS,0,97,23,23,23,28,0,0,0,117,26,29,28,34,0,0,0,11,10,.524,3,102.4,102.9,14,6,.700,0,112.5,105.4,5,346
1991,12,13,MIA,CHH,0,112,33,24,33,22,0,0,0,108,28,30,29,21,0,0,0,10,11,.476,4.5,102.6,104.6,6,17,.261,12.5,107.2,113.4,5,346
1991,12,13,NYK,CHI,0,89,20,26,19,24,0,0,0,99,34,17,29,19,0,0,0,13,7,.650,1,102.0,98.2,17,3,.850,0,111.3,99.6,5,346
1991,12,13,DAL,IND,0,108,33,25,25,25,0,0,0,124,33,31,34,26,0,0,0,9,13,.409,4.5,99.4,104.2,10,13,.435,8.5,112.3,111.7,5,346
1991,12,13,UTA,LAC,1,101,35,28,13,18,7,0,0,102,20,24,30,20,8,0,0,14,9,.609,0,106.9,102.4,13,10,.565,2,100.9,101.7,5,346
1991,12,13,PHI,MIN,0,104,36,19,24,25,0,0,0,95,23,16,24,32,0,0,0,10,11,.476,4.5,100.4,102.1,3,15,.167,8.5,93.9,98.8,5,346
1991,12,13,DET,POR,0,113,27,20,35,31,0,0,0,103,28,18,32,25,0,0,0,10,13,.435,8.5,98.7,99.3,13,9,.591,1.5,109.6,104.6,5,346
1991,12,13,PHO,SAS,0,112,30,37,28,17,0,0,0,107,29,24,26,28,0,0,0,14,9,.609,1,108.6,103.2,11,9,.550,1.5,103.6,98.4,5,346
1991,12,14,DAL,CLE,0,99,21,23,22,33,0,0,0,97,33,25,20,19,0,0,0,10,13,.435,4.5,99.4,103.9,12,8,.600,5.5,107.7,104.7,6,347
1991,12,14,ORL,GSW,0,107,29,29,30,19,0,0,0,128,31,34,33,30,0,0,0,6,14,.300,7.5,100.7,108.2,13,7,.650,0.5,118.4,113.7,6,347
1991,12,14,SAS,HOU,0,107,25,23,27,32,0,0,0,100,25,14,40,21,0,0,0,12,9,.571,1.5,103.7,98.5,11,9,.550,2,100.7,101.6,6,347
1991,12,14,DEN,IND,0,108,23,27,31,27,0,0,0,129,36,35,28,30,0,0,0,9,12,.429,4.5,98.3,105.4,11,13,.458,8.5,113.0,111.5,6,347
1991,12,14,ATL,MIA,0,101,29,30,19,23,0,0,0,121,28,28,32,33,0,0,0,11,11,.500,7.5,104.6,105.3,11,11,.500,3.5,103.4,104.5,6,347
1991,12,14,MIN,MIL,0,92,18,22,29,23,0,0,0,103,31,28,26,18,0,0,0,3,16,.158,9.5,93.8,99.1,11,12,.478,8,109.5,107.3,6,347
1991,12,14,CHH,NJN,0,109,27,24,23,35,0,0,0,102,28,21,36,17,0,0,0,7,17,.292,12.5,107.3,113.0,6,15,.286,8,102.4,105.7,6,347
1991,12,14,BOS,NYK,0,101,20,34,24,23,0,0,0,111,33,28,23,27,0,0,0,14,7,.667,0,111.9,105.7,14,7,.667,0,102.4,98.3,6,347
1991,12,14,SEA,PHI,0,95,26,24,25,20,0,0,0,104,25,28,18,33,0,0,0,11,11,.500,3.5,102.0,103.0,11,11,.500,3.5,100.6,101.8,6,347
1991,12,14,SAC,POR,0,110,27,23,22,38,0,0,0,115,31,26,26,32,0,0,0,7,14,.333,7,100.4,108.5,14,9,.609,1,109.9,104.8,6,347
1991,12,14,DET,UTA,0,100,21,21,30,28,0,0,0,102,19,26,25,32,0,0,0,10,14,.417,9.5,98.8,99.5,15,9,.625,0,106.7,102.3,6,347
1991,12,14,CHI,WSB,0,113,22,31,29,31,0,0,0,100,27,24,17,32,0,0,0,18,3,.857,0,111.3,99.6,6,16,.273,8.5,100.4,106.2,6,347
1991,12,15,ORL,LAC,0,104,24,29,23,28,0,0,0,119,29,25,35,30,0,0,0,6,15,.286,8,100.9,108.7,14,10,.583,2,101.6,101.8,7,348
1991,12,15,SAC,LAL,0,94,35,22,19,18,0,0,0,110,24,26,33,27,0,0,0,7,15,.318,8,100.1,108.6,15,7,.682,0,100.4,100.3,7,348
1991,12,16,DEN,DET,0,89,28,18,18,25,0,0,0,103,27,25,24,27,0,0,0,9,13,.409,5,97.9,105.3,11,14,.440,9,98.9,99.0,1,349
1991,12,16,MIN,POR,0,104,23,26,23,32,0,0,0,119,28,32,35,24,0,0,0,3,17,.150,10,94.3,100.1,15,9,.625,1,110.3,104.8,1,349
1991,12,17,IND,ATL,0,113,30,26,26,31,0,0,0,117,30,32,31,24,0,0,0,11,14,.440,8.5,113.0,111.7,12,11,.522,6.5,105.2,105.6,2,350
1991,12,17,UTA,CHH,0,122,21,37,32,32,0,0,0,102,20,30,29,23,0,0,0,16,9,.640,0,107.3,102.3,7,18,.280,12.5,107.0,113.3,2,350
1991,12,17,LAL,CHI,0,102,19,22,32,29,0,0,0,89,25,20,25,19,0,0,0,16,7,.696,0,100.5,99.8,18,4,.818,0,110.3,99.7,2,350
1991,12,17,MIA,CLE,0,80,24,29,14,13,0,0,0,148,34,39,33,42,0,0,0,11,12,.478,4.5,102.4,106.3,13,8,.619,4.5,109.6,103.5,2,350
1991,12,17,SAS,DAL,0,98,27,24,19,28,0,0,0,87,22,28,22,15,0,0,0,13,9,.591,1.5,103.5,98.0,10,14,.417,5.5,98.9,103.6,2,350
1991,12,17,MIN,GSW,0,105,31,30,23,21,0,0,0,119,24,31,30,34,0,0,0,3,18,.143,11,94.8,101.0,14,7,.667,1,118.4,113.3,2,350
1991,12,17,WSB,HOU,0,97,23,31,25,18,0,0,0,100,27,29,18,26,0,0,0,6,17,.261,9.5,100.3,105.9,12,9,.571,2,100.7,101.4,2,350
1991,12,17,NJN,NYK,0,94,23,27,26,18,0,0,0,102,24,27,19,32,0,0,0,6,16,.273,9,102.0,105.5,15,7,.682,0,102.4,98.1,2,350
1991,12,17,BOS,ORL,0,105,29,32,20,24,0,0,0,98,25,23,21,29,0,0,0,15,7,.682,0,111.6,105.3,6,16,.273,9,100.7,108.5,2,350
1991,12,17,LAC,SEA,0,99,21,21,28,29,0,0,0,116,33,31,24,28,0,0,0,14,11,.560,3,101.5,102.4,12,11,.522,4,102.7,102.8,2,350
1991,12,18,MIL,BOS,0,117,23,23,32,39,0,0,0,131,25,33,35,38,0,0,0,11,13,.458,8,109.8,108.3,16,7,.696,0,112.4,105.8,3,351
1991,12,18,PHO,DEN,0,109,28,29,25,27,0,0,0,123,32,33,34,24,0,0,0,14,10,.583,2.5,108.6,104.0,10,13,.435,5.5,99.0,105.4,3,351
1991,12,18,CHH,DET,0,97,19,31,19,28,0,0,0,117,37,31,31,18,0,0,0,7,19,.269,13,106.7,113.5,12,14,.462,8,99.6,99.0,3,351
1991,12,18,GSW,LAC,0,104,24,35,23,22,0,0,0,100,25,29,22,24,0,0,0,15,7,.682,0.5,117.8,112.7,14,12,.538,3.5,101.5,102.5,3,351
1991,12,18,IND,MIA,1,112,33,27,17,26,9,0,0,118,25,33,26,19,15,0,0,11,15,.423,9,113.0,112.0,12,12,.500,4.5,103.0,106.6,3,351
1991,12,18,CLE,NJN,0,93,22,18,22,31,0,0,0,102,21,25,35,21,0,0,0,13,9,.591,5,108.8,103.5,7,16,.304,9,102.0,105.0,3,351
1991,12,18,UTA,PHI,0,107,18,39,21,29,0,0,0,105,25,25,31,24,0,0,0,17,9,.654,0,107.3,102.4,11,12,.478,5,100.8,102.0,3,351
1991,12,18,WSB,SAS,0,96,31,24,27,14,0,0,0,93,20,26,24,23,0,0,0,7,17,.292,9.5,100.1,105.4,13,10,.565,2.5,103.0,97.9,3,351
1991,12,19,SAC,HOU,0,102,23,22,24,33,0,0,0,109,26,29,35,19,0,0,0,7,16,.304,8.5,100.2,108.6,13,9,.591,2,101.0,101.4,4,352
1991,12,19,LAL,MIN,0,85,22,17,26,20,0,0,0,93,27,28,19,19,0,0,0,16,8,.667,0,99.8,99.5,4,18,.182,11,94.7,100.2,4,352
