year,month,day,home,away,OT,hFinal,h1,h2,h3,h4,hOT1,hOT2,hOT3,aFinal,a1,a2,a3,a4,aOT1,aOT2,aOT3,hW,hL,hP,hGB,hPSG,hPAG,aW,aL,aP,aGB,aPSG,aPAG,dow,doy
2000,04,14,MIN,VAN,1,104,27,25,16,12,8,16,0,94,21,21,22,16,8,6,0,49,30,.620,4.5,98.4,95.7,21,58,.266,32.5,93.8,99.5,5,104
2000,04,15,NYK,CLE,0,96,22,23,25,26,0,0,0,106,31,28,26,21,0,0,0,49,31,.613,1.5,92.1,90.4,31,48,.392,22,96.8,100.3,6,105
2000,04,15,DEN,LAC,1,115,29,21,28,20,17,0,0,114,27,28,24,19,16,0,0,33,47,.413,20.5,98.9,101.1,14,66,.175,52.5,91.7,103.4,6,105
2000,04,15,DET,PHI,0,94,24,23,19,28,0,0,0,100,24,26,27,23,0,0,0,41,38,.519,12,103.6,102.1,48,32,.600,2.5,94.9,93.5,6,105
2000,04,15,UTA,SAS,0,83,23,17,19,24,0,0,0,106,23,28,24,31,0,0,0,53,26,.671,0,96.4,92.1,51,29,.638,2.5,96.0,90.1,6,105
2000,04,15,MIL,WAS,1,120,31,27,27,25,10,0,0,116,37,28,24,21,6,0,0,40,40,.500,13.5,101.3,101.2,29,51,.363,21.5,96.7,99.6,6,105
2000,04,16,CLE,ATL,0,101,30,19,18,34,0,0,0,104,25,22,34,23,0,0,0,31,49,.388,23,96.9,100.3,27,53,.338,27,94.2,99.5,7,106
2000,04,16,CHH,BOS,0,105,24,31,28,22,0,0,0,102,22,24,27,29,0,0,0,47,33,.588,7,98.6,96.2,33,47,.413,18,99.0,100.5,7,106
2000,04,16,VAN,DAL,0,106,23,25,26,32,0,0,0,114,20,32,26,36,0,0,0,21,59,.263,33,93.9,99.6,38,42,.475,16,101.1,101.9,7,106
2000,04,16,IND,DET,0,112,33,28,26,25,0,0,0,101,22,28,28,23,0,0,0,54,26,.675,0,101.3,96.8,41,39,.513,13,103.5,102.2,7,106
2000,04,16,SEA,HOU,0,121,38,22,28,33,0,0,0,112,19,35,21,37,0,0,0,44,36,.550,23,98.8,97.8,33,47,.413,21,99.5,100.4,7,106
2000,04,16,MIN,LAL,0,95,25,18,30,22,0,0,0,101,23,26,25,27,0,0,0,49,31,.613,5,98.4,95.8,67,13,.838,0,100.8,91.9,7,106
2000,04,16,ORL,MIA,0,84,19,28,20,17,0,0,0,95,24,22,25,24,0,0,0,40,40,.500,11,100.2,99.6,51,29,.638,0,94.6,91.6,7,106
2000,04,16,UTA,PHO,0,96,19,21,28,28,0,0,0,82,21,19,14,28,0,0,0,54,26,.675,0,96.4,92.0,52,28,.650,15,98.9,93.6,7,106
2000,04,16,SAC,POR,0,95,20,30,27,18,0,0,0,102,32,16,29,25,0,0,0,44,36,.550,23,105.1,101.9,58,22,.725,9,97.3,90.9,7,106
2000,04,16,CHI,TOR,0,84,25,26,16,17,0,0,0,85,14,27,20,24,0,0,0,17,63,.213,37,84.7,94.0,45,35,.563,9,97.4,97.2,7,106
2000,04,17,MIN,GSW,0,101,17,25,36,23,0,0,0,96,28,19,22,27,0,0,0,50,31,.617,4.5,98.4,95.8,19,62,.235,48.5,95.6,103.9,1,107
2000,04,17,MIL,ORL,0,85,24,19,25,17,0,0,0,83,9,27,28,19,0,0,0,41,40,.506,14,101.1,101.0,40,41,.494,11.5,100.0,99.4,1,107
2000,04,17,IND,PHI,0,92,33,19,16,24,0,0,0,90,19,27,32,12,0,0,0,55,26,.679,0,101.2,96.8,48,33,.593,3.5,94.8,93.5,1,107
2000,04,17,VAN,SAS,0,93,25,28,25,15,0,0,0,100,28,22,22,28,0,0,0,21,60,.259,33.5,93.9,99.6,52,29,.642,2.5,96.1,90.1,1,107
2000,04,18,NJN,ATL,1,109,21,30,21,27,6,4,0,111,21,22,34,22,6,6,0,31,50,.383,21,97.9,98.9,28,53,.346,27,94.4,99.6,2,108
2000,04,18,PHI,CHI,0,93,19,25,32,17,0,0,0,89,24,18,13,34,0,0,0,49,33,.598,3.5,94.8,93.4,17,64,.210,38,84.7,94.0,2,108
2000,04,18,CHH,CLE,0,103,26,24,34,19,0,0,0,88,22,27,17,22,0,0,0,48,33,.593,7,98.6,96.0,31,50,.383,24,96.8,100.4,2,108
2000,04,18,LAL,DAL,0,102,29,30,16,27,0,0,0,112,27,30,23,32,0,0,0,67,14,.827,0,100.9,92.1,39,42,.481,15,101.3,101.9,2,108
2000,04,18,UTA,DEN,1,104,22,32,20,22,8,0,0,105,26,25,26,19,9,0,0,54,27,.667,0,96.5,92.1,34,47,.420,20,99.0,101.2,2,108
2000,04,18,POR,LAC,0,116,36,21,31,28,0,0,0,100,20,25,25,30,0,0,0,59,22,.728,8,97.5,91.0,14,67,.173,53,91.8,103.5,2,108
2000,04,18,TOR,MIA,0,73,12,29,18,14,0,0,0,97,17,28,26,26,0,0,0,45,36,.556,10,97.1,97.2,52,29,.642,0,94.6,91.4,2,108
2000,04,18,DET,NYK,0,88,24,23,15,26,0,0,0,100,23,24,28,25,0,0,0,41,40,.506,14,103.3,102.1,50,31,.617,2,92.2,90.4,2,108
2000,04,18,HOU,PHO,0,107,26,25,23,33,0,0,0,98,18,20,33,27,0,0,0,34,47,.420,20,99.6,100.4,52,29,.642,15,98.9,93.8,2,108
2000,04,18,SEA,SAC,1,119,33,23,25,26,12,0,0,112,25,32,18,32,5,0,0,45,36,.556,22,99.0,97.9,44,37,.543,23,105.2,102.1,2,108
2000,04,18,BOS,WAS,0,114,28,27,28,31,0,0,0,81,19,21,21,20,0,0,0,34,47,.420,18,99.2,100.3,29,52,.358,23,96.5,99.8,2,108
2000,04,19,NYK,BOS,0,85,23,33,11,18,0,0,0,112,29,26,29,28,0,0,0,50,32,.610,2,92.1,90.7,35,47,.427,17,99.3,100.1,3,109
2000,04,19,MIA,CHH,0,73,15,16,22,20,0,0,0,83,18,26,15,24,0,0,0,52,30,.634,0,94.4,91.3,49,33,.598,7,98.4,95.8,3,109
2000,04,19,CHI,DET,0,91,25,22,26,18,0,0,0,112,24,33,30,25,0,0,0,17,65,.207,39,84.8,94.2,42,40,.512,14,103.5,102.0,3,109
2000,04,19,PHO,GSW,0,99,17,28,27,27,0,0,0,88,23,23,23,19,0,0,0,53,29,.646,14,98.9,93.7,19,63,.232,48,95.5,103.8,3,109
2000,04,19,VAN,HOU,0,96,24,26,26,20,0,0,0,92,22,24,20,26,0,0,0,22,60,.268,33,93.9,99.5,34,48,.415,21,99.5,100.3,3,109
2000,04,19,ATL,IND,0,92,24,22,22,24,0,0,0,111,28,23,30,30,0,0,0,28,54,.341,28,94.3,99.7,56,26,.683,0,101.3,96.7,3,109
2000,04,19,WAS,MIL,0,105,19,32,29,25,0,0,0,110,36,23,22,29,0,0,0,29,53,.354,23,96.6,99.9,42,40,.512,14,101.2,101.0,3,109
2000,04,19,DAL,MIN,0,113,31,31,20,31,0,0,0,107,29,30,28,20,0,0,0,40,42,.488,15,101.4,102.0,50,32,.610,5,98.5,96.0,3,109
2000,04,19,CLE,NJN,0,111,30,33,19,29,0,0,0,108,34,27,22,25,0,0,0,32,50,.390,24,97.0,100.5,31,51,.378,21,98.0,99.0,3,109
2000,04,19,TOR,ORL,0,100,28,18,26,28,0,0,0,106,30,22,30,24,0,0,0,45,37,.549,11,97.2,97.3,41,41,.500,11,100.1,99.4,3,109
2000,04,19,DEN,POR,0,96,31,24,20,21,0,0,0,95,27,32,18,18,0,0,0,35,47,.427,20,99.0,101.1,59,23,.720,8,97.5,91.0,3,109
2000,04,19,LAL,SAS,1,98,22,26,26,15,9,0,0,103,21,19,21,28,14,0,0,67,15,.817,0,100.8,92.3,53,29,.646,2,96.2,90.2,3,109
2000,04,19,LAC,SEA,0,114,34,20,28,32,0,0,0,106,36,26,19,25,0,0,0,15,67,.183,52,92.0,103.5,45,37,.549,22,99.1,98.1,3,109
2000,04,19,SAC,UTA,0,86,27,22,26,11,0,0,0,95,29,18,27,21,0,0,0,44,38,.537,23,105.0,102.0,55,27,.671,0,96.5,92.0,3,109
2000,04,22,PHI,CHH,0,92,17,24,34,17,0,0,0,82,22,22,22,16,0,0,0,49,33,.598,3,94.8,93.4,49,33,.598,7,98.4,95.8,6,112
2000,04,22,DET,MIA,0,85,18,22,18,27,0,0,0,95,24,20,24,27,0,0,0,42,40,.512,14,103.5,102.0,52,30,.634,0,94.4,91.3,6,112
2000,04,22,PHO,SAS,0,72,13,28,15,16,0,0,0,70,17,18,18,17,0,0,0,53,29,.646,14,98.9,93.7,53,29,.646,2,96.2,90.2,6,112
2000,04,22,SEA,UTA,0,93,25,24,19,25,0,0,0,104,22,30,31,21,0,0,0,45,37,.549,22,99.1,98.1,55,27,.671,0,96.5,92.0,6,112
2000,04,23,MIL,IND,0,85,18,16,28,23,0,0,0,88,28,17,17,26,0,0,0,42,40,.512,14,101.2,101.0,56,26,.683,0,101.3,96.7,7,113
2000,04,23,SAC,LAL,0,107,28,27,24,28,0,0,0,117,34,31,26,26,0,0,0,44,38,.537,23,105.0,102.0,67,15,.817,0,100.8,92.3,7,113
2000,04,23,TOR,NYK,0,88,12,25,25,26,0,0,0,92,27,19,25,21,0,0,0,45,37,.549,11,97.2,97.3,50,32,.610,2,92.1,90.7,7,113
2000,04,23,MIN,POR,0,88,22,25,28,13,0,0,0,91,33,15,21,22,0,0,0,50,32,.610,5,98.5,96.0,59,23,.720,8,97.5,91.0,7,113
2000,04,24,PHI,CHH,1,98,20,27,27,17,7,0,0,108,24,25,22,20,17,0,0,49,33,.598,3,94.8,93.4,49,33,.598,7,98.4,95.8,1,114
2000,04,24,SEA,UTA,0,87,19,21,19,28,0,0,0,101,25,32,29,15,0,0,0,45,37,.549,22,99.1,98.1,55,27,.671,0,96.5,92.0,1,114
2000,04,25,DET,MIA,0,82,19,26,23,14,0,0,0,84,24,20,21,19,0,0,0,42,40,.512,14,103.5,102.0,52,30,.634,0,94.4,91.3,2,115
2000,04,25,PHO,SAS,0,70,20,17,14,19,0,0,0,85,24,27,9,25,0,0,0,53,29,.646,14,98.9,93.7,53,29,.646,2,96.2,90.2,2,115
2000,04,26,TOR,NYK,0,83,26,15,26,16,0,0,0,84,15,19,21,29,0,0,0,45,37,.549,11,97.2,97.3,50,32,.610,2,92.1,90.7,3,116
2000,04,26,MIN,POR,0,82,24,17,17,24,0,0,0,86,19,21,27,19,0,0,0,50,32,.610,5,98.5,96.0,59,23,.720,8,97.5,91.0,3,116
2000,04,27,MIL,IND,0,104,35,26,27,16,0,0,0,91,19,19,26,27,0,0,0,42,40,.512,14,101.2,101.0,56,26,.683,0,101.3,96.7,4,117
2000,04,27,SAC,LAL,0,89,24,17,23,25,0,0,0,113,35,21,27,30,0,0,0,44,38,.537,23,105.0,102.0,67,15,.817,0,100.8,92.3,4,117
2000,04,28,CHH,PHI,0,76,18,22,17,19,0,0,0,81,18,20,19,24,0,0,0,49,33,.598,7,98.4,95.8,49,33,.598,3,94.8,93.4,5,118
2000,04,29,MIA,DET,0,91,18,24,28,21,0,0,0,72,22,15,15,20,0,0,0,52,30,.634,0,94.4,91.3,42,40,.512,14,103.5,102.0,6,119
2000,04,29,IND,MIL,0,109,23,28,30,28,0,0,0,96,26,32,20,18,0,0,0,56,26,.683,0,101.3,96.7,42,40,.512,14,101.2,101.0,6,119
2000,04,29,SAS,PHO,0,94,27,22,30,15,0,0,0,101,21,29,19,32,0,0,0,53,29,.646,2,96.2,90.2,53,29,.646,14,98.9,93.7,6,119
2000,04,29,UTA,SEA,0,78,16,18,18,26,0,0,0,89,20,20,24,25,0,0,0,55,27,.671,0,96.5,92.0,45,37,.549,22,99.1,98.1,6,119
2000,04,30,POR,MIN,0,87,20,20,28,19,0,0,0,94,24,23,21,26,0,0,0,59,23,.720,8,97.5,91.0,50,32,.610,5,98.5,96.0,7,120
2000,04,30,LAL,SAC,0,91,28,23,20,20,0,0,0,99,22,24,20,33,0,0,0,67,15,.817,0,100.8,92.3,44,38,.537,23,105.0,102.0,7,120
2000,04,30,NYK,TOR,0,87,21,25,15,26,0,0,0,80,20,25,18,17,0,0,0,50,32,.610,2,92.1,90.7,45,37,.549,11,97.2,97.3,7,120
2000,05,01,IND,MIL,0,87,21,16,25,25,0,0,0,100,33,31,24,12,0,0,0,56,26,.683,0,101.3,96.7,42,40,.512,14,101.2,101.0,1,121
2000,05,01,CHH,PHI,0,99,25,25,29,20,0,0,0,105,30,24,21,30,0,0,0,49,33,.598,7,98.4,95.8,49,33,.598,3,94.8,93.4,1,121
2000,05,02,POR,MIN,0,85,18,18,21,28,0,0,0,77,22,18,24,13,0,0,0,59,23,.720,8,97.5,91.0,50,32,.610,5,98.5,96.0,2,122
2000,05,02,SAS,PHO,0,78,21,16,19,22,0,0,0,89,15,27,26,21,0,0,0,53,29,.646,2,96.2,90.2,53,29,.646,14,98.9,93.7,2,122
2000,05,02,LAL,SAC,0,88,18,27,21,22,0,0,0,101,27,29,17,28,0,0,0,67,15,.817,0,100.8,92.3,44,38,.537,23,105.0,102.0,2,122
2000,05,03,UTA,SEA,0,93,29,7,35,22,0,0,0,104,26,24,28,26,0,0,0,55,27,.671,0,96.5,92.0,45,37,.549,22,99.1,98.1,3,123
2000,05,04,MIL,IND,0,95,30,17,23,25,0,0,0,96,25,21,25,25,0,0,0,42,40,.512,14,101.2,101.0,56,26,.683,0,101.3,96.7,4,124
2000,05,05,SAC,LAL,0,86,20,24,18,24,0,0,0,113,31,28,30,24,0,0,0,44,38,.537,23,105.0,102.0,67,15,.817,0,100.8,92.3,5,125
2000,05,05,SEA,UTA,0,93,18,31,21,23,0,0,0,96,23,30,26,17,0,0,0,45,37,.549,22,99.1,98.1,55,27,.671,0,96.5,92.0,5,125
2000,05,06,PHI,IND,0,91,15,22,32,22,0,0,0,108,34,20,24,30,0,0,0,49,33,.598,3,94.8,93.4,56,26,.683,0,101.3,96.7,6,126
2000,05,07,PHO,LAL,0,77,18,23,19,17,0,0,0,105,18,28,29,30,0,0,0,53,29,.646,14,98.9,93.7,67,15,.817,0,100.8,92.3,7,127
2000,05,07,NYK,MIA,0,83,19,26,23,15,0,0,0,87,25,21,22,19,0,0,0,50,32,.610,2,92.1,90.7,52,30,.634,0,94.4,91.3,7,127
2000,05,07,UTA,POR,0,75,15,19,27,14,0,0,0,94,23,21,21,29,0,0,0,55,27,.671,0,96.5,92.0,59,23,.720,8,97.5,91.0,7,127
2000,05,08,PHI,IND,0,97,26,14,23,34,0,0,0,103,31,24,29,19,0,0,0,49,33,.598,3,94.8,93.4,56,26,.683,0,101.3,96.7,1,128
2000,05,09,NYK,MIA,0,82,23,15,21,23,0,0,0,76,15,19,16,26,0,0,0,50,32,.610,2,92.1,90.7,52,30,.634,0,94.4,91.3,2,129
2000,05,09,UTA,POR,0,85,16,19,23,27,0,0,0,103,24,32,24,23,0,0,0,55,27,.671,0,96.5,92.0,59,23,.720,8,97.5,91.0,2,129
2000,05,10,PHO,LAL,0,96,26,18,21,31,0,0,0,97,24,26,24,23,0,0,0,53,29,.646,14,98.9,93.7,67,15,.817,0,100.8,92.3,3,130
2000,05,10,IND,PHI,0,97,22,24,19,32,0,0,0,89,23,24,23,19,0,0,0,56,26,.683,0,101.3,96.7,49,33,.598,3,94.8,93.4,3,130
2000,05,11,POR,UTA,0,103,30,25,20,28,0,0,0,84,23,26,21,14,0,0,0,59,23,.720,8,97.5,91.0,55,27,.671,0,96.5,92.0,4,131
2000,05,12,MIA,NYK,1,77,25,11,19,13,9,0,0,76,21,16,19,12,8,0,0,52,30,.634,0,94.4,91.3,50,32,.610,2,92.1,90.7,5,132
2000,05,12,LAL,PHO,0,105,18,34,23,30,0,0,0,99,28,22,26,23,0,0,0,67,15,.817,0,100.8,92.3,53,29,.646,14,98.9,93.7,5,132
2000,05,13,IND,PHI,0,90,18,29,24,19,0,0,0,92,33,25,21,13,0,0,0,56,26,.683,0,101.3,96.7,49,33,.598,3,94.8,93.4,6,133
2000,05,14,MIA,NYK,0,83,21,19,17,26,0,0,0,91,26,16,24,25,0,0,0,52,30,.634,0,94.4,91.3,50,32,.610,2,92.1,90.7,7,134
2000,05,14,LAL,PHO,0,98,24,24,23,27,0,0,0,117,38,33,22,24,0,0,0,67,15,.817,0,100.8,92.3,53,29,.646,14,98.9,93.7,7,134
2000,05,14,POR,UTA,0,85,26,23,20,16,0,0,0,88,31,23,21,13,0,0,0,59,23,.720,8,97.5,91.0,55,27,.671,0,96.5,92.0,7,134
2000,05,15,PHI,IND,0,107,29,31,23,24,0,0,0,86,16,21,25,24,0,0,0,49,33,.598,3,94.8,93.4,56,26,.683,0,101.3,96.7,1,135
2000,05,16,PHO,LAL,0,65,14,9,17,25,0,0,0,87,21,28,19,19,0,0,0,53,29,.646,14,98.9,93.7,67,15,.817,0,100.8,92.3,2,136
2000,05,16,UTA,POR,0,79,21,20,22,16,0,0,0,81,19,14,28,20,0,0,0,55,27,.671,0,96.5,92.0,59,23,.720,8,97.5,91.0,2,136
2000,05,17,NYK,MIA,0,81,22,13,25,21,0,0,0,87,19,22,23,23,0,0,0,50,32,.610,2,92.1,90.7,52,30,.634,0,94.4,91.3,3,137
2000,05,19,MIA,NYK,0,70,21,24,13,12,0,0,0,72,16,14,23,19,0,0,0,52,30,.634,0,94.4,91.3,50,32,.610,2,92.1,90.7,5,139
2000,05,19,IND,PHI,0,106,37,19,29,21,0,0,0,90,25,28,16,21,0,0,0,56,26,.683,0,101.3,96.7,49,33,.598,3,94.8,93.4,5,139
2000,05,20,POR,LAL,0,94,26,16,30,22,0,0,0,109,26,37,22,24,0,0,0,59,23,.720,8,97.5,91.0,67,15,.817,0,100.8,92.3,6,140
2000,05,21,NYK,MIA,0,83,16,29,20,18,0,0,0,82,25,14,26,17,0,0,0,50,32,.610,2,92.1,90.7,52,30,.634,0,94.4,91.3,7,141
2000,05,22,POR,LAL,0,106,22,26,28,30,0,0,0,77,23,22,8,24,0,0,0,59,23,.720,8,97.5,91.0,67,15,.817,0,100.8,92.3,1,142
2000,05,23,NYK,IND,0,88,17,31,23,17,0,0,0,102,35,17,26,24,0,0,0,50,32,.610,2,92.1,90.7,56,26,.683,0,101.3,96.7,2,143
2000,05,25,NYK,IND,0,84,22,21,23,18,0,0,0,88,22,20,19,27,0,0,0,50,32,.610,2,92.1,90.7,56,26,.683,0,101.3,96.7,4,145
2000,05,26,LAL,POR,0,93,22,23,27,21,0,0,0,91,30,25,16,20,0,0,0,67,15,.817,0,100.8,92.3,59,23,.720,8,97.5,91.0,5,146
2000,05,27,IND,NYK,0,95,19,23,22,31,0,0,0,98,24,17,30,27,0,0,0,56,26,.683,0,101.3,96.7,50,32,.610,2,92.1,90.7,6,147
2000,05,28,LAL,POR,0,103,16,26,34,27,0,0,0,91,26,21,19,25,0,0,0,67,15,.817,0,100.8,92.3,59,23,.720,8,97.5,91.0,7,148
2000,05,29,IND,NYK,0,89,19,21,25,24,0,0,0,91,33,24,16,18,0,0,0,56,26,.683,0,101.3,96.7,50,32,.610,2,92.1,90.7,1,149
2000,05,30,POR,LAL,0,96,26,27,27,16,0,0,0,88,24,21,22,21,0,0,0,59,23,.720,8,97.5,91.0,67,15,.817,0,100.8,92.3,2,150
2000,05,31,NYK,IND,0,79,32,8,15,24,0,0,0,88,17,25,21,25,0,0,0,50,32,.610,2,92.1,90.7,56,26,.683,0,101.3,96.7,3,151
2000,06,02,IND,NYK,0,93,30,20,12,31,0,0,0,80,25,16,21,18,0,0,0,56,26,.683,0,101.3,96.7,50,32,.610,2,92.1,90.7,5,153
2000,06,02,LAL,POR,0,93,15,24,24,30,0,0,0,103,26,23,22,32,0,0,0,67,15,.817,0,100.8,92.3,59,23,.720,8,97.5,91.0,5,153
2000,06,04,POR,LAL,0,84,23,19,29,13,0,0,0,89,16,23,19,31,0,0,0,59,23,.720,8,97.5,91.0,67,15,.817,0,100.8,92.3,7,155
2000,06,07,IND,LAL,0,87,18,25,28,16,0,0,0,104,33,22,22,27,0,0,0,56,26,.683,0,101.3,96.7,67,15,.817,0,100.8,92.3,3,158
2000,06,09,IND,LAL,0,104,28,21,20,35,0,0,0,111,28,24,21,38,0,0,0,56,26,.683,0,101.3,96.7,67,15,.817,0,100.8,92.3,5,160
2000,06,11,LAL,IND,0,91,15,27,24,25,0,0,0,100,23,30,26,21,0,0,0,67,15,.817,0,100.8,92.3,56,26,.683,0,101.3,96.7,7,162
2000,06,14,LAL,IND,1,120,23,28,29,24,16,0,0,118,33,21,23,27,14,0,0,67,15,.817,0,100.8,92.3,56,26,.683,0,101.3,96.7,3,165
2000,06,16,LAL,IND,0,87,28,17,22,20,0,0,0,120,39,25,22,34,0,0,0,67,15,.817,0,100.8,92.3,56,26,.683,0,101.3,96.7,5,167
2000,06,19,IND,LAL,0,111,26,30,28,27,0,0,0,116,24,29,26,37,0,0,0,56,26,.683,0,101.3,96.7,67,15,.817,0,100.8,92.3,1,170
2000,10,31,CHH,ATL,0,106,28,22,33,23,0,0,0,82,13,34,15,20,0,0,0,1,0,1.000,0,106.0,82.0,0,1,.000,1,82.0,106.0,2,304
2000,10,31,SAC,CHI,0,100,25,21,23,31,0,0,0,81,19,23,22,17,0,0,0,1,0,1.000,0,100.0,81.0,0,1,.000,1,81.0,100.0,2,304
2000,10,31,MIL,DAL,0,93,21,25,27,20,0,0,0,97,30,23,28,16,0,0,0,0,1,.000,1,93.0,97.0,1,0,1.000,0,97.0,93.0,2,304
2000,10,31,PHO,GSW,0,94,23,33,23,15,0,0,0,96,34,15,24,23,0,0,0,0,1,.000,1,94.0,96.0,1,0,1.000,0,96.0,94.0,2,304
2000,10,31,MIN,HOU,0,106,35,30,19,22,0,0,0,98,25,19,23,31,0,0,0,1,0,1.000,0,106.0,98.0,0,1,.000,1,98.0,106.0,2,304
2000,10,31,CLE,NJN,0,86,18,26,18,24,0,0,0,82,25,19,18,20,0,0,0,1,0,1.000,0,86.0,82.0,0,1,.000,1,82.0,86.0,2,304
2000,10,31,PHI,NYK,0,101,26,25,29,21,0,0,0,72,23,18,13,18,0,0,0,1,0,1.000,0,101.0,72.0,0,1,.000,1,72.0,101.0,2,304
2000,10,31,WAS,ORL,0,86,22,27,19,18,0,0,0,97,31,23,17,26,0,0,0,0,1,.000,1,86.0,97.0,1,0,1.000,0,97.0,86.0,2,304
2000,10,31,LAL,POR,0,96,27,26,14,29,0,0,0,86,22,22,23,19,0,0,0,1,0,1.000,0,96.0,86.0,0,1,.000,1,86.0,96.0,2,304
2000,10,31,IND,SAS,0,85,12,29,19,25,0,0,0,98,24,27,23,24,0,0,0,0,1,.000,1,85.0,98.0,1,0,1.000,0,98.0,85.0,2,304
2000,10,31,DET,TOR,0,104,27,29,29,19,0,0,0,95,24,22,24,25,0,0,0,1,0,1.000,0,104.0,95.0,0,1,.000,1,95.0,104.0,2,304
2000,10,31,LAC,UTA,0,94,19,27,21,27,0,0,0,107,22,28,34,23,0,0,0,0,1,.000,1,94.0,107.0,1,0,1.000,0,107.0,94.0,2,304
2000,10,31,SEA,VAN,0,88,18,18,28,24,0,0,0,94,34,22,9,29,0,0,0,0,1,.000,1,88.0,94.0,1,0,1.000,0,94.0,88.0,2,304
2000,11,01,DET,BOS,0,83,19,21,22,21,0,0,0,103,29,27,18,29,0,0,0,1,1,.500,1,93.5,99.0,1,0,1.000,0.5,103.0,83.0,3,305
2000,11,01,WAS,CHH,0,95,32,19,17,27,0,0,0,77,21,21,14,21,0,0,0,1,1,.500,1,90.5,87.0,1,1,.500,1,91.5,88.5,3,305
2000,11,01,SAC,CLE,1,100,23,23,16,26,8,4,0,102,27,23,19,19,8,6,0,1,1,.500,0.5,100.0,91.5,2,0,1.000,0,94.0,91.0,3,305
2000,11,01,UTA,LAL,0,97,24,20,21,32,0,0,0,92,16,15,25,36,0,0,0,2,0,1.000,-0.5,102.0,93.0,1,1,.500,0.5,94.0,91.5,3,305
2000,11,01,ORL,MIA,0,79,14,21,18,26,0,0,0,105,37,22,25,21,0,0,0,1,1,.500,1,88.0,95.5,1,0,1.000,0.5,105.0,79.0,3,305
2000,11,01,TOR,PHI,0,98,31,22,20,25,0,0,0,104,25,34,16,29,0,0,0,0,2,.000,2,96.5,104.0,2,0,1.000,0,102.5,85.0,3,305
2000,11,01,DEN,SEA,0,99,32,18,29,20,0,0,0,112,42,26,22,22,0,0,0,0,1,.000,1,99.0,112.0,1,1,.500,0.5,100.0,96.5,3,305
2000,11,02,IND,DAL,0,88,19,24,20,25,0,0,0,94,32,15,21,26,0,0,0,0,2,.000,2,86.5,96.0,2,0,1.000,0,95.5,90.5,4,306
2000,11,02,GSW,DEN,0,97,20,33,21,23,0,0,0,101,24,23,29,25,0,0,0,1,1,.500,0,96.5,97.5,1,1,.500,1,100.0,104.5,4,306
2000,11,02,MIL,HOU,0,93,26,23,25,19,0,0,0,115,37,33,15,30,0,0,0,0,2,.000,2,93.0,106.0,1,1,.500,1,106.5,99.5,4,306
2000,11,02,VAN,LAC,0,99,28,26,23,22,0,0,0,91,21,20,22,28,0,0,0,2,0,1.000,0,96.5,89.5,0,2,.000,1,92.5,103.0,4,306
2000,11,02,ATL,NYK,0,69,24,17,15,13,0,0,0,94,31,20,16,27,0,0,0,0,2,.000,2,75.5,100.0,1,1,.500,1,83.0,85.0,4,306
2000,11,02,POR,PHO,0,82,25,20,18,19,0,0,0,108,29,35,19,25,0,0,0,0,2,.000,1,84.0,102.0,1,1,.500,0,101.0,89.0,4,306
2000,11,02,MIN,SAS,0,91,24,31,19,17,0,0,0,103,23,22,29,29,0,0,0,1,1,.500,1,98.5,100.5,2,0,1.000,0,100.5,88.0,4,306
2000,11,03,TOR,BOS,0,91,33,16,17,25,0,0,0,93,13,29,26,25,0,0,0,0,3,.000,2.5,94.7,100.3,2,0,1.000,0.5,98.0,87.0,5,307
2000,11,03,MIA,CHH,0,79,16,20,21,22,0,0,0,83,19,23,20,21,0,0,0,1,1,.500,1.5,92.0,81.0,2,1,.667,0.5,88.7,85.3,5,307
2000,11,03,NJN,CHI,0,92,29,18,22,23,0,0,0,82,16,17,23,26,0,0,0,1,1,.500,1.5,87.0,84.0,0,2,.000,2,81.5,96.0,5,307
2000,11,03,SAC,DET,0,100,25,31,22,22,0,0,0,93,22,27,22,22,0,0,0,2,1,.667,0,100.0,92.0,1,2,.333,1.5,93.3,99.3,5,307
2000,11,03,PHI,ORL,0,87,24,25,18,20,0,0,0,80,20,24,22,14,0,0,0,3,0,1.000,0,97.3,83.3,1,2,.333,2,85.3,92.7,5,307
2000,11,03,NYK,WAS,0,80,21,17,21,21,0,0,0,76,20,13,22,21,0,0,0,2,1,.667,1,82.0,82.0,1,2,.333,2,85.7,84.7,5,307
2000,11,04,ORL,ATL,0,107,33,30,18,26,0,0,0,104,22,29,27,26,0,0,0,2,2,.500,2,90.8,95.5,0,3,.000,3,85.0,102.3,6,308
2000,11,04,BOS,CLE,0,89,25,15,29,20,0,0,0,91,23,29,25,14,0,0,0,2,1,.667,1.5,95.0,88.3,3,0,1.000,0,93.0,90.3,6,308
2000,11,04,UTA,DAL,0,112,30,19,33,30,0,0,0,106,24,22,30,30,0,0,0,3,0,1.000,0,105.3,97.3,2,1,.667,1,99.0,97.7,6,308
2000,11,04,PHO,DEN,0,102,27,23,15,37,0,0,0,99,19,26,25,29,0,0,0,2,1,.667,0,101.3,92.3,1,2,.333,2,99.7,103.7,6,308
2000,11,04,SAS,GSW,0,117,24,35,34,24,0,0,0,105,21,25,27,32,0,0,0,3,0,1.000,0,106.0,93.7,1,2,.333,1,99.3,104.0,6,308
2000,11,04,CHI,IND,0,81,25,14,23,19,0,0,0,94,24,26,21,23,0,0,0,0,3,.000,3,81.3,95.3,1,2,.333,2,89.0,91.0,6,308
